 Ti  Se  I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000001  0.4628480525043429
  0.0000000000000001  0.5000000000000000  0.5371518532614048
  0.4999999999999998  0.5000000000000000  0.5469719689983837
 -0.0000000000000001  0.0000000000000000  0.4530279194127194
  0.4999999999999998  0.5000000000000000  0.3620118925897909
 -0.0000000000000000 -0.0000000000000000  0.6379879939406632
