 Ti  N   Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4636748066382098
  0.0000000000000000  0.4999999999999999  0.5363251684953543
  0.4999999999999998  0.4999999999999999  0.5176428750175359
  0.0000000000000000 -0.0000000000000000  0.4823571711534255
  0.4999999999999998  0.4999999999999999  0.3771282853186363
  0.0000000000000000  0.0000000000000000  0.6228716862882562
