 Rh  O   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4576614835914808
 -0.0000000000000000  0.5000000000000000  0.5423385187158416
  0.4999999999999999  0.5000000000000000  0.5202530227270198
 -0.0000000000000000  0.0000000000000000  0.4797471457367672
  0.4999999999999999  0.5000000000000000  0.3678073511229809
 -0.0000000000000000 -0.0000000000000000  0.6321926715496397
