 Ga  S   Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4549279408865968
  0.0000000000000001  0.5000000000000000  0.5450717372492531
  0.4999999999999999  0.5000000000000000  0.5317138045323767
 -0.0000000000000000  0.0000000000000000  0.4682858590644812
  0.4999999999999999  0.5000000000000000  0.3677084595836360
  0.0000000000000000 -0.0000000000000000  0.6322912614029292
