 Pt  Se  I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000003  0.4545672835388838
  0.0000000000000001  0.5000000000000000  0.5454327504962698
  0.4999999999999998  0.5000000000000000  0.5308772939093965
 -0.0000000000000000 -0.0000000000000000  0.4691227241209578
  0.4999999999999998  0.5000000000000000  0.3638776781659546
  0.0000000000000000 -0.0000000000000000  0.6361223534315046
