 Ir  Se  Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000002  0.4486313468413587
  0.0000000000000001  0.4999999999999999  0.5513686245110624
  0.4999999999999998  0.4999999999999999  0.5242966717200735
  0.0000000000000000 -0.0000000000000000  0.4757033002424498
  0.4999999999999998  0.4999999999999999  0.3721191865477602
  0.0000000000000000  0.0000000000000000  0.6278807823609480
