 Sb  Te  Cl 
   1   1   1
Direct
 -0.0000000000000000 -0.0000000000000000  0.4973720265244340
  0.6666666666666665  0.3333333333333333  0.5864725806163329
  0.3333333333333333  0.6666666666666666  0.4162004259410837
