 Os  S   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4452605488248260
  0.0000000000000000  0.5000000000000000  0.5547394723718403
  0.4999999999999999  0.5000000000000000  0.5129880820648717
  0.0000000000000000 -0.0000000000000000  0.4870119386422677
  0.4999999999999999  0.5000000000000000  0.3682312892790207
  0.0000000000000000 -0.0000000000000000  0.6317687307346748
