 Zr  Br  I  
   1   1   1
Direct
  0.0000000000000000  0.0000000000000000  0.5053094518277947
  0.6666666666666665  0.3333333333333334  0.6029195202767579
  0.6666666666666665  0.3333333333333334  0.3966022944100124
