 Ti  C   O  
   3   2   2
Direct
 -0.0000000000000000 -0.0000000000000000  0.4999999999999769
  0.6666666666666661  0.3333333333333328  0.6175661181468681
  0.6666666666666661  0.3333333333333328  0.3824338818531238
  0.3333333333333331  0.6666666666666656  0.5586974048012444
  0.3333333333333331  0.6666666666666656  0.4413025951987439
  0.0000000000000000 -0.0000000000000000  0.6594171988417675
 -0.0000000000000000 -0.0000000000000000  0.3405828011582597
