 Al  S   I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4533634448856211
  0.0000000000000001  0.4999999999999999  0.5466365877263629
  0.4999999999999998  0.4999999999999999  0.5277614008992527
 -0.0000000000000000 -0.0000000000000000  0.4722386282211830
  0.4999999999999998  0.4999999999999999  0.3586465771067606
  0.0000000000000000  0.0000000000000000  0.6413534585175678
