 Pd  Se  Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000003  0.4547275703915798
  0.0000000000000001  0.5000000000000000  0.5452723093530301
  0.4999999999999998  0.5000000000000000  0.5340406181625492
 -0.0000000000000000 -0.0000000000000000  0.4659592640734200
  0.4999999999999998  0.5000000000000000  0.3765149253140254
 -0.0000000000000000 -0.0000000000000000  0.6234849529470411
