 Zr  S   I  
   2   2   2
Direct
  0.4999999999999998  0.0000000000000008  0.4637024387253822
 -0.0000000000000001  0.5000000000000000  0.5363022850369530
  0.4999999999999998  0.5000000000000000  0.5450972480327972
  0.0000000000000000 -0.0000000000000000  0.4549075246540742
  0.4999999999999998  0.5000000000000000  0.3583042372895809
 -0.0000000000000000 -0.0000000000000000  0.6417005180829384
