 Ta  N   I  
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4751485863156247
 -0.0000000000000000  0.4999999999999999  0.5248512979592704
  0.4999999999999998  0.4999999999999999  0.5259683588531161
 -0.0000000000000000  0.0000000000000000  0.4740314768330771
  0.4999999999999998  0.4999999999999999  0.3672902400932780
 -0.0000000000000000 -0.0000000000000000  0.6327097269588184
