 Sc  S   Cl 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000001  0.4504650203650094
 -0.0000000000000004  0.4999999999999999  0.5495355029712142
  0.4999999999999998  0.4999999999999999  0.5351193435595526
 -0.0000000000000000 -0.0000000000000000  0.4648811691340353
  0.4999999999999998  0.4999999999999999  0.3703364833940849
 -0.0000000000000000 -0.0000000000000000  0.6296640519511297
