 Co  S   I  
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4538475348082778
 -0.0000000000000000  0.5000000000000000  0.5461556603687178
  0.4999999999999999  0.5000000000000000  0.5196244492618585
  0.0000000000000000 -0.0000000000000000  0.4803766789753358
  0.4999999999999999  0.5000000000000000  0.3650212520158593
  0.0000000000000000  0.0000000000000000  0.6349819488070547
