 Al  S   Cl 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4542154347751202
 -0.0000000000000000  0.4999999999999999  0.5457846570062455
  0.4999999999999999  0.4999999999999999  0.5322933317063906
  0.0000000000000000  0.0000000000000000  0.4677067670299845
  0.4999999999999999  0.4999999999999999  0.3772027817510267
 -0.0000000000000000  0.0000000000000000  0.6227973149716687
