 Rh  S   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4513341864191441
  0.0000000000000000  0.5000000000000000  0.5486658283765848
  0.4999999999999999  0.5000000000000000  0.5229917031811196
 -0.0000000000000000  0.0000000000000000  0.4770083118292123
  0.4999999999999999  0.5000000000000000  0.3726017241508573
  0.0000000000000000  0.0000000000000000  0.6273982907194147
