 Sc  S   Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000002  0.4512444050557594
 -0.0000000000000003  0.5000000000000000  0.5487555790927003
  0.4999999999999998  0.5000000000000000  0.5336197260277189
 -0.0000000000000000 -0.0000000000000000  0.4663802739192993
  0.4999999999999998  0.5000000000000000  0.3625060829852549
  0.0000000000000000 -0.0000000000000000  0.6374939129025055
