 In  S   Cl 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000002  0.4510528299600025
 -0.0000000000000004  0.5000000000000000  0.5489475608998089
  0.4999999999999999  0.5000000000000000  0.5353749787872455
  0.0000000000000001  0.0000000000000000  0.4646261071394083
  0.4999999999999999  0.5000000000000000  0.3671945860053279
 -0.0000000000000000 -0.0000000000000000  0.6328053875119939
