 Nb  C   O  
   3   2   2
Direct
  0.0000000000000000  0.0000000000000000  0.5000000376924836
  0.6666666666666664  0.3333333333333338  0.6150974498230271
  0.6666666666666664  0.3333333333333338  0.3849025958044838
  0.3333333333333345  0.6666666666666675  0.5603865408831974
  0.3333333333333345  0.6666666666666675  0.4396134327960882
 -0.0000000000000000 -0.0000000000000000  0.6623735092051735
 -0.0000000000000000 -0.0000000000000000  0.3376263596094548
