 Ir  N   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4516960142217019
  0.0000000000000001  0.4999999999999999  0.5483038686548097
  0.4999999999999999  0.4999999999999999  0.5101143093032137
  0.0000000000000000  0.0000000000000000  0.4898855703216366
  0.4999999999999999  0.4999999999999999  0.3698817253199674
  0.0000000000000000  0.0000000000000000  0.6301182195679575
