 Ge  N   Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000000  0.4619176671610642
 -0.0000000000000000  0.4999999999999999  0.5380822679752282
  0.4999999999999998  0.4999999999999999  0.5184146965534190
 -0.0000000000000000 -0.0000000000000000  0.4815854067408561
  0.4999999999999998  0.4999999999999999  0.3690155749353037
  0.0000000000000000  0.0000000000000000  0.6309843891562551
