 Ti  N   I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4675745031698104
 -0.0000000000000000  0.5000000000000000  0.5324254309305470
  0.4999999999999998  0.5000000000000000  0.5148905794195100
 -0.0000000000000000 -0.0000000000000000  0.4851095476380751
  0.4999999999999998  0.5000000000000000  0.3636486445203089
  0.0000000000000000 -0.0000000000000000  0.6363513407570098
