 Rh  S   I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4515132817513153
  0.0000000000000000  0.5000000000000000  0.5484867395043093
  0.4999999999999998  0.5000000000000000  0.5218482358319703
  0.0000000000000000 -0.0000000000000000  0.4781517856104494
  0.4999999999999998  0.5000000000000000  0.3591624502524015
  0.0000000000000000 -0.0000000000000000  0.6408375705792289
