 Ti  C   O  
   2   1   2
Direct
  0.3333333333333339  0.6666666666666673  0.4326183362650285
  0.6666666666666671  0.3333333333333336  0.5673816637349745
 -0.0000000000000000 -0.0000000000000000  0.4999999999999959
  0.3333333333333339  0.6666666666666673  0.6142765983211484
  0.6666666666666671  0.3333333333333336  0.3857234016788486
