 Rh  O   Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4577912486303309
 -0.0000000000000000  0.5000000000000000  0.5422087431769619
  0.4999999999999999  0.5000000000000000  0.5204463768580921
  0.0000000000000000  0.0000000000000000  0.4795537491221900
  0.4999999999999999  0.5000000000000000  0.3745898485364066
 -0.0000000000000000  0.0000000000000000  0.6254101480530734
