 Ni  S   I  
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4544759880067372
  0.0000000000000000  0.4999999999999999  0.5455242894972044
  0.4999999999999999  0.4999999999999999  0.5221011727173284
 -0.0000000000000000  0.0000000000000000  0.4778991825071517
  0.4999999999999999  0.4999999999999999  0.3651326535104874
 -0.0000000000000000  0.0000000000000000  0.6348675432399091
