 Ru  S   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4441317977701626
 -0.0000000000000001  0.5000000000000000  0.5558681517099445
  0.4999999999999999  0.5000000000000000  0.5130879531818423
  0.0000000000000000 -0.0000000000000000  0.4869120017320704
  0.4999999999999999  0.5000000000000000  0.3668416046880443
 -0.0000000000000000  0.0000000000000000  0.6331583456649429
