 Hf  Se  I  
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4632899315941232
  0.0000000000000003  0.5000000000000000  0.5367101459776328
  0.4999999999999999  0.5000000000000000  0.5519077402483881
 -0.0000000000000000  0.0000000000000000  0.4480923333456408
  0.4999999999999999  0.5000000000000000  0.3589813537503214
 -0.0000000000000000 -0.0000000000000000  0.6410187255589628
