 Sn  N   Cl 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000000  0.4576883236272237
  0.0000000000000000  0.4999999999999999  0.5423115790433505
  0.4999999999999999  0.4999999999999999  0.5206886903980461
  0.0000000000000000 -0.0000000000000000  0.4793115427326381
  0.4999999999999999  0.4999999999999999  0.3674482053118346
  0.0000000000000000 -0.0000000000000000  0.6325517316048124
