 Zr  C   F  
   3   2   2
Direct
 -0.0000000000000000 -0.0000000000000000  0.5000000000000020
  0.6666666666666652  0.3333333333333335  0.6124351379817113
  0.6666666666666652  0.3333333333333335  0.3875648620182891
  0.3333333333333345  0.6666666666666670  0.5636509906181999
  0.3333333333333345  0.6666666666666670  0.4363490093818003
 -0.0000000000000000 -0.0000000000000000  0.6704757342693627
 -0.0000000000000000  0.0000000000000000  0.3295242657306354
