 Sc  C   F  
   3   2   2
Direct
  0.0000000000000000 -0.0000000000000000  0.4999996986366413
  0.6666666666666662  0.3333333333333332  0.6196678730972326
  0.6666666666666662  0.3333333333333332  0.3803322940135411
  0.3333333333333342  0.6666666666666664  0.5643588965617502
  0.3333333333333342  0.6666666666666664  0.4356405097870819
 -0.0000000000000000 -0.0000000000000000  0.6704853023564782
 -0.0000000000000000 -0.0000000000000000  0.3295147132356393
