 Os  Se  Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000002  0.4420675672117437
 -0.0000000000000000  0.5000000000000000  0.5579319917966754
  0.4999999999999999  0.5000000000000000  0.5147938512981278
  0.0000000000000000  0.0000000000000000  0.4852057238518246
  0.4999999999999999  0.5000000000000000  0.3612587785987511
  0.0000000000000000 -0.0000000000000000  0.6387412169733715
