 Tl  S   Tl 
   1   2   1
Direct
  0.3334748000849935  0.6668333950758919  0.5711132400920624
  0.6667063708123384  0.3333684089896746  0.3698635675629127
  0.0000185220975647  0.0000813748042373  0.6301364324370872
  0.3334247667812475  0.6669657389917311  0.4288866561232283
