 Sc  N   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4609001203415254
 -0.0000000000000000  0.5000000000000000  0.5390993604584831
  0.4999999999999999  0.5000000000000000  0.5147209942252132
 -0.0000000000000000  0.0000000000000000  0.4852788005336298
  0.4999999999999999  0.5000000000000000  0.3378033762471660
  0.0000000000000000 -0.0000000000000000  0.6621978753542758
