 Co  Se  Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4491265087482988
  0.0000000000000001  0.5000000000000000  0.5508735350746174
  0.4999999999999999  0.5000000000000000  0.5238026637811176
  0.0000000000000000  0.0000000000000000  0.4761972278116996
  0.4999999999999999  0.5000000000000000  0.3772042310937886
  0.0000000000000000  0.0000000000000000  0.6227955259613167
