 Y   N   F  
   3   2   2
Direct
  0.0000000000000004  0.0000000000000004  0.4999999999999931
  0.6666666666666666  0.3333333333333335  0.6197027877029022
  0.6666666666666665  0.3333333333333333  0.3802972122971022
  0.3333333333333340  0.6666666666666666  0.5676422767753603
  0.3333333333333338  0.6666666666666664  0.4323577232246385
  0.0000000000000005  0.0000000000000005  0.6737046203397301
  0.0000000000000003  0.0000000000000003  0.3262953796602713
