 Ir  Se  Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4487788319580129
  0.0000000000000000  0.4999999999999999  0.5512204752479918
  0.4999999999999999  0.4999999999999999  0.5237704278429761
 -0.0000000000000000 -0.0000000000000000  0.4762288876132881
  0.4999999999999999  0.4999999999999999  0.3657827323550275
  0.0000000000000000  0.0000000000000000  0.6342165452576275
