 Ru  O   Cl 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4533052856193460
 -0.0000000000000000  0.5000000000000000  0.5466949581440540
  0.4999999999999998  0.5000000000000000  0.5164812676941314
  0.0000000000000000  0.0000000000000000  0.4835185784782771
  0.4999999999999998  0.5000000000000000  0.3806629907268116
  0.0000000000000000 -0.0000000000000000  0.6193365197074380
