 V   N   I  
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4770931062312834
 -0.0000000000000001  0.5000000000000000  0.5229068983592279
  0.4999999999999999  0.5000000000000000  0.5238287772878190
 -0.0000000000000000  0.0000000000000000  0.4761712626943434
  0.4999999999999999  0.5000000000000000  0.3709277524002263
 -0.0000000000000000  0.0000000000000000  0.6290722816476377
