 Ga  S   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4554120526493186
 -0.0000000000000003  0.4999999999999999  0.5445882360923264
  0.4999999999999999  0.4999999999999999  0.5335692289377514
  0.0000000000000000 -0.0000000000000000  0.4664309865296500
  0.4999999999999999  0.4999999999999999  0.3755178288752273
 -0.0000000000000000 -0.0000000000000000  0.6244825576564226
