 Pd  S   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000001  0.4551144031094212
  0.0000000000000002  0.4999999999999999  0.5448856009549753
  0.4999999999999999  0.4999999999999999  0.5274771853504996
  0.0000000000000000  0.0000000000000000  0.4725228222470434
  0.4999999999999999  0.4999999999999999  0.3623660718681705
 -0.0000000000000000  0.0000000000000000  0.6376339387994666
