 Ti  Te  Ti 
   1   2   1
Direct
  0.3334284213870233  0.6667934479592321  0.5572968543379772
  0.6667186609570240  0.3333462562520916  0.3591657251279990
  0.0000123562161402  0.0001155881813857  0.6408342748720011
  0.3334952978973838  0.6670542886833097  0.4427031371566062
