 In  Se  Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000002  0.4508833121296276
 -0.0000000000000002  0.5000000000000000  0.5491166865813878
  0.4999999999999998  0.5000000000000000  0.5389660524346207
 -0.0000000000000000  0.0000000000000000  0.4610340131228970
  0.4999999999999998  0.5000000000000000  0.3598334728070088
  0.0000000000000000 -0.0000000000000000  0.6401663386498849
