 Ti  Se  Br 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4622453641214680
  0.0000000000000000  0.4999999999999999  0.5377548607171246
  0.4999999999999998  0.4999999999999999  0.5489499069057325
  0.0000000000000002  0.0000000000000000  0.4510503004961861
  0.4999999999999998  0.4999999999999999  0.3724465107371717
  0.0000000000000000  0.0000000000000000  0.6275537240170769
