 Co  S   Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4534486214839676
  0.0000000000000001  0.5000000000000000  0.5465502477847070
  0.4999999999999998  0.5000000000000000  0.5209310576597028
  0.0000000000000000  0.0000000000000000  0.4790677392461126
  0.4999999999999998  0.5000000000000000  0.3724194484834911
 -0.0000000000000000  0.0000000000000000  0.6275796789813627
