 Hf  C   O  
   2   1   2
Direct
  0.3333333333333343  0.6666666666666671  0.4296825981191179
  0.6666666666666671  0.3333333333333335  0.5703174018808835
 -0.0000000000000000 -0.0000000000000000  0.5000000000000009
  0.3333333333333343  0.6666666666666671  0.6181021792335333
  0.6666666666666671  0.3333333333333335  0.3818978207664666
