 Ga  O   Br 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000000  0.4577045159972811
  0.0000000000000000  0.5000000000000000  0.5422954648636532
  0.4999999999999998  0.5000000000000000  0.5158428354454208
  0.0000000000000000  0.0000000000000000  0.4841572363177759
  0.4999999999999998  0.5000000000000000  0.3701938344625543
  0.0000000000000000  0.0000000000000000  0.6298061642952334
