 Co  Se  Br 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000001  0.4495192686792558
 -0.0000000000000000  0.5000000000000000  0.5504824957148914
  0.4999999999999998  0.5000000000000000  0.5227554456466692
 -0.0000000000000000  0.0000000000000000  0.4772469998355590
  0.4999999999999998  0.5000000000000000  0.3708692634244157
  0.0000000000000000 -0.0000000000000000  0.6291342841159917
