 Zr  Se  Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000001  0.4610566178422580
  0.0000000000000004  0.5000000000000000  0.5389434420372018
  0.4999999999999998  0.5000000000000000  0.5550572267419728
  0.0000000000000000  0.0000000000000000  0.4449428344293088
  0.4999999999999998  0.5000000000000000  0.3752628326159874
 -0.0000000000000000  0.0000000000000000  0.6247372230508178
