 Ti  S   Br 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000001  0.4635327137970043
  0.0000000000000001  0.5000000000000000  0.5364654541853161
  0.4999999999999998  0.5000000000000000  0.5432482180592548
 -0.0000000000000000  0.0000000000000000  0.4567498826208818
  0.4999999999999998  0.5000000000000000  0.3727817373342153
  0.0000000000000000  0.0000000000000000  0.6272167106455053
