 Ir  O   I  
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4573748880234063
  0.0000000000000000  0.4999999999999999  0.5426251105557361
  0.4999999999999999  0.4999999999999999  0.5201930573300858
 -0.0000000000000000 -0.0000000000000000  0.4798069941327972
  0.4999999999999999  0.4999999999999999  0.3706600971421696
 -0.0000000000000000 -0.0000000000000000  0.6293399015735417
