 Hf  N   O  
   3   2   2
Direct
  0.0000000000000004  0.0000000000000004  0.4999999999999992
  0.6666666666666679  0.3333333333333340  0.6197590549665606
  0.6666666666666675  0.3333333333333338  0.3802409450334385
  0.3333333333333357  0.6666666666666675  0.5638685563384462
  0.3333333333333357  0.6666666666666674  0.4361314436615522
  0.0000000000000006  0.0000000000000006  0.6643278297451530
  0.0000000000000003  0.0000000000000003  0.3356721702548471
