 Tl  O   Br 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000000  0.4493736008986606
  0.0000000000000000  0.5000000000000000  0.5506264943730442
  0.4999999999999999  0.5000000000000000  0.5148361600918793
  0.0000000000000000  0.0000000000000000  0.4851638914258277
  0.4999999999999999  0.5000000000000000  0.3548614014381499
 -0.0000000000000000 -0.0000000000000000  0.6451387838054616
