 Ti  S   Cl 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4628754358359804
  0.0000000000000001  0.5000000000000000  0.5371259257487573
  0.4999999999999999  0.5000000000000000  0.5444496739498744
  0.0000000000000000  0.0000000000000000  0.4555518152370528
  0.4999999999999999  0.5000000000000000  0.3802999783321344
 -0.0000000000000000 -0.0000000000000000  0.6197013082233676
