 Al  Se  Cl 
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000003  0.4527327469808456
 -0.0000000000000000  0.5000000000000000  0.5472671036783623
  0.4999999999999998  0.5000000000000000  0.5364658407085214
  0.0000000000000000  0.0000000000000000  0.4635340591745847
  0.4999999999999998  0.5000000000000000  0.3765621585046398
  0.0000000000000000 -0.0000000000000000  0.6234376636427442
