 Fe  S   I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000000  0.4506365336040816
 -0.0000000000000000  0.4999999999999999  0.5493638910446624
  0.4999999999999998  0.4999999999999999  0.5140686589788097
 -0.0000000000000000  0.0000000000000000  0.4859291761354299
  0.4999999999999998  0.4999999999999999  0.3620236788634829
 -0.0000000000000000  0.0000000000000000  0.6379735811730285
