 Sc  N   F  
   3   2   2
Direct
  0.0000000000000004  0.0000000000000004  0.4999999999999999
  0.6666666666666673  0.3333333333333340  0.6128948274342823
  0.6666666666666672  0.3333333333333338  0.3871051725657167
  0.3333333333333350  0.6666666666666675  0.5630464798928558
  0.3333333333333348  0.6666666666666673  0.4369535201071443
  0.0000000000000006  0.0000000000000006  0.6662549186642660
  0.0000000000000003  0.0000000000000003  0.3337450813357338
