 Rh  Se  Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4474397426825786
 -0.0000000000000000  0.5000000000000000  0.5525602831975023
  0.4999999999999999  0.5000000000000000  0.5235474450671412
 -0.0000000000000000 -0.0000000000000000  0.4764525806835252
  0.4999999999999999  0.5000000000000000  0.3642357911944452
  0.0000000000000000  0.0000000000000000  0.6357642356796207
