 Ti  Se  Cl 
   2   2   2
Direct
  0.4999999999999998  0.0000000000000006  0.4620663797707876
  0.0000000000000007  0.5000000000000000  0.5379339806017081
  0.4999999999999998  0.5000000000000000  0.5505581652788054
  0.0000000000000002  0.0000000000000000  0.4494421944549320
  0.4999999999999998  0.5000000000000000  0.3804944955707011
  0.0000000000000000 -0.0000000000000000  0.6195058653257792
