 Sc  S   I  
   2   2   2
Direct
  0.4999999999999998 -0.0000000000000001  0.4525932862072594
  0.0000000000000000  0.5000000000000000  0.5474070678509544
  0.4999999999999998  0.5000000000000000  0.5313025844240959
  0.0000000000000000 -0.0000000000000000  0.4686978332482431
  0.4999999999999998  0.5000000000000000  0.3527193668431355
  0.0000000000000000  0.0000000000000000  0.6472809204010135
