 Al  Se  Br 
   2   2   2
Direct
  0.4999999999999999  0.0000000000000000  0.4524940988413471
 -0.0000000000000001  0.5000000000000000  0.5475061340261158
  0.4999999999999999  0.5000000000000000  0.5347362520921088
  0.0000000000000000  0.0000000000000000  0.4652641863326160
  0.4999999999999999  0.5000000000000000  0.3682599734254392
  0.0000000000000000 -0.0000000000000000  0.6317403685120238
