 Ir  O   Cl 
   2   2   2
Direct
  0.4999999999999999 -0.0000000000000001  0.4576240777828766
  0.0000000000000001  0.5000000000000000  0.5423786927262748
  0.4999999999999999  0.5000000000000000  0.5204944765046162
  0.0000000000000000 -0.0000000000000000  0.4795083892983654
  0.4999999999999999  0.5000000000000000  0.3835659229193233
 -0.0000000000000000  0.0000000000000000  0.6164368819412024
